"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Belleville, Ontario","2011S0504522","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824826","68.4.3","","F","","","0"
"1987","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","","..","","","0"
"1988","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","","..","","","0"
"1989","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","","..","","","0"
"1990","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","","..","","","0"
"1991","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","","..","","","0"
"1992","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","569","","","","0"
"1993","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","570","","","","0"
"1994","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","589","","","","0"
"1995","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","594","","","","0"
"1996","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","607","","","","0"
"1997","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","624","","","","0"
"1998","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","642","","","","0"
"1999","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","660","","","","0"
"2000","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","657","","","","0"
"2001","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","682","","","","0"
"2002","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","689","","","","0"
"2003","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","725","","","","0"
"2004","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","739","","","","0"
"2005","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","727","","","","0"
"2006","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","741","","","","0"
"2007","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","790","","","","0"
"2008","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","789","","","","0"
"2009","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","818","","","","0"
"2010","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","839","","","","0"
"2011","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","842","","","","0"
"2012","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","890","","","","0"
"2013","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","859","","","","0"
"2014","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","895","","","","0"
"2015","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","946","","","","0"
"2016","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","949","","","","0"
"2017","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","993","","","","0"
"2018","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","951","","","","0"
"2019","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","1143","","","","0"
"2020","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","1187","","","","0"
"2021","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","1197","","","","0"
"2022","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","1307","","","","0"
"2023","Bracebridge, Ontario","2011A00053544018","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824860","69.4.3","1372","","","","0"
"1987","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","434","","","","0"
"1988","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","441","","","","0"
"1989","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","472","","","","0"
"1990","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","485","","","","0"
"1991","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","546","","","","0"
"1992","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","550","","","","0"
"1993","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","584","","","","0"
"1994","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","608","","","","0"
"1995","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","613","","","","0"
"1996","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","622","","","","0"
"1997","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","625","","","","0"
"1998","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","634","","","","0"
"1999","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","630","","","","0"
"2000","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","656","","","","0"
"2001","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","669","","","","0"
"2002","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","684","","","","0"
"2003","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","701","","","","0"
"2004","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","703","","","","0"
"2005","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","751","","","","0"
"2006","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","738","","","","0"
"2007","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","772","","","","0"
"2008","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","775","","","","0"
"2009","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","767","","","","0"
"2010","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","806","","","","0"
"2011","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","824","","","","0"
"2012","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","876","","","","0"
"2013","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","867","","","","0"
"2014","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","890","","","","0"
"2015","Brantford, Ontario","2011S0503543","Apartment structures of six units and over","Two bedroom units","Dollars","81","units","0","v3824827","70.4.3","904","","","","0"
